ucode,product_name,product_type,1MG Link,Truemeds Link,PLD Discound on MRP for Pharmeasy
159115,SHELCAL 500MG STRIP OF 15 TABLETS,OTC Non PL,https://www.1mg.com/otc/shelcal-500-calcium-vitamin-d3-tablet-for-bones-joints-muscles-care-supports-immunity-daily-mineral-blend-otc137210,https://www.truemeds.in/otc/shelcal-500-mg250iu-tablet-15-tm-tacr1-036336,9%
